plate,row,column ,genotype,BZT,microbe,Salt,BZT,0.FN,2.FN,4.FN,6.FN,8.FN,10.FN,unfixed.error,note
35.II,D,3,Dhl,0,-,0,,3,3,4,4,4,4,,
35.II,D,4,Wlp,0,-,0,,2,3,4,4,4,4,,
35.II,D,5,CnP,0,-,0,,2,3,5,6,6,6,,
35.II,D,6,Okb,0,-,0,,2,2,4,4,4,4,,
36.I,A,1,McT,0,-,S,,3,4,6,8,9,8,,
36.I,A,2,Brd,0,-,S,,3,3,4,4,3,4,,
36.I,A,3,Rtt,0,-,S,,4,4,6,6,6,7,,
36.I,A,4,Kls,0,-,S,,2,4,6,8,9,9,,
36.I,A,5,Cdv,0,-,S,,3,3,6,6,5,5,,
36.I,A,6,Okb,0,-,S,,2,3,3,5,5,5,,
36.I,B,1,McT,0,+,S,,2,3,7,8,9,8,,
36.I,B,2,Brd(Rtt),0,+,S,,4,4,6,6,7,8,ERROR,Rtt microbes applied in error over already applied Brd microbes
36.I,B,3,Rtt,0,+,S,,2,2,2,4,4,3,,
36.I,B,4,Kls,0,+,S,,2,2,5,5,5,5,,
36.I,B,5,Cdv,0,+,S,,2,2,1,1,2,2,,
36.I,B,6,Okb,0,+,S,,2,2,2,2,3,3,,
36.I,C,1,McT,B,+,S,,2,4,6,9,12,12,,
36.I,C,2,Brd(Rtt),B,+,S,,2,2,3,3,3,4,ERROR,Rtt microbes applied in error over already applied Brd microbes
36.I,C,3,Rtt,B,+,S,,2,2,4,5,5,5,,
36.I,C,4,Kls,B,+,S,,2,3,4,5,5,5,,
36.I,C,5,Cdv,B,+,S,,3,4,5,4,3,5,,
36.I,C,6,Okb,B,+,S,,2,4,3,4,4,4,,
36.I,D,1,McT,B,+,0,,2,4,7,8,10,9,,
36.I,D,2,Brd(Rtt),B,+,0,,3,5,6,6,6,5,ERROR,Rtt microbes applied in error over already applied Brd microbes
36.I,D,3,Rtt,B,+,0,,3,2,3,3,4,5,,
36.I,D,4,Kls,B,+,0,,2,2,3,5,7,7,,
36.I,D,5,Cdv,B,+,0,,2,3,4,8,6,7,,
36.I,D,6,Okb,B,+,0,,2,1,2,2,2,4,,
36.II,A,1,McT,B,-,S,,2,3,4,6,8,8,,
36.II,A,2,Brd,B,-,S,,2,3,3,3,3,3,,
36.II,A,3,Rtt,B,-,S,,2,2,5,6,5,6,,
36.II,A,4,Kls,B,-,S,,2,3,5,6,6,6,,
36.II,A,5,Cdv,B,-,S,,3,4,5,8,8,8,,
36.II,A,6,Okb,B,-,S,,2,3,4,8,8,7,,
36.II,B,1,McT,0,-,0,,2,3,4,6,7,6,,
36.II,B,2,Brd,0,-,0,,2,3,4,5,4,5,,
36.II,B,3,Rtt,0,-,0,,3,5,7,7,7,8,,
36.II,B,4,Kls,0,-,0,,2,4,6,8,8,8,,
36.II,B,5,Cdv,0,-,0,,2,4,5,8,8,9,,
36.II,B,6,Okb,0,-,0,,2,3,3,5,5,5,,
36.II,C,1,McT,B,-,0,,2,2,3,5,5,6,,
36.II,C,2,Brd,B,-,0,,2,4,3,3,6,6,,
36.II,C,3,Rtt,B,-,0,,2,5,7,9,9,9,,
36.II,C,4,Kls,B,-,0,,2,2,3,6,5,6,,
36.II,C,5,Cdv,B,-,0,,2,2,4,6,6,6,,
36.II,C,6,Okb,B,-,0,,3,3,5,7,6,8,,
36.II,D,1,McT,0,+,0,,1,2,4,4,5,5,,
36.II,D,2,Brd(Rtt),0,+,0,,2,3,4,8,6,7,ERROR,Rtt microbes applied in error over already applied Brd microbes
36.II,D,3,Rtt,0,+,0,,2,2,3,4,3,4,,
36.II,D,4,Kls,0,+,0,,2,2,4,6,6,7,,
36.II,D,5,Cdv,0,+,0,,2,2,4,6,7,7,,
36.II,D,6,Okb,0,+,0,,2,3,4,6,6,6,,
37.I,A,1,McC,0,-,0,,2,3,2,3,3,4,,
37.I,A,2,Cny,0,-,0,,2,2,5,6,7,8,,
37.I,A,3,Aqt,0,-,0,,3,3,5,5,5,6,,
37.I,A,4,Nnq,0,-,0,,2,2,2,2,3,3,,
37.I,A,5,Brc,0,-,0,,2,3,3,5,5,4,,
37.I,A,6,Grn,0,-,0,,2,2,2,3,3,2,,
37.I,B,1,McC,0,+,S,,2,3,3,3,3,3,,
37.I,B,2,Cny,0,+,S,,2,2,2,3,1,2,,
37.I,B,3,Aqt,0,+,S,,2,3,4,4,2,3,,
37.I,B,4,Nnq,0,+,S,,2,2,2,4,3,5,,
37.I,B,5,Brc,0,+,S,,2,2,2,6,5,5,,
37.I,B,6,Grn,0,+,S,,2,3,3,4,5,5,,
37.I,C,1,McC,B,-,0,,2,3,4,4,4,7,,
37.I,C,2,Cny,B,-,0,,3,3,3,4,3,4,,
37.I,C,3,Aqt,B,-,0,,2,2,2,5,4,4,,
37.I,C,4,Nnq,B,-,0,,2,2,3,4,4,4,,
37.I,C,5,Brc,B,-,0,,2,2,2,3,4,3,,
37.I,C,6,Grn,B,-,0,,3,4,4,7,5,5,,
37.I,D,1,McC,B,-,S,,2,4,4,6,4,4,,
37.I,D,2,Cny,B,-,S,,2,3,3,8,7,6,,
37.I,D,3,Aqt,B,-,S,,2,3,4,6,5,6,,
37.I,D,4,Nnq,B,-,S,,2,1,0,0,0,0,,
37.I,D,5,Brc,B,-,S,,2,4,6,8,10,7,,
37.I,D,6,Grn,B,-,S,,2,3,2,3,3,3,,
37.II,A,1,McC,0,+,0,,2,4,8,9,10,14,,
37.II,A,2,Cny,0,+,0,,2,2,1,2,3,4,,
37.II,A,3,Aqt,0,+,0,,3,1,2,3,3,3,,
37.II,A,4,Nnq,0,+,0,,2,2,2,4,4,4,,
37.II,A,5,Brc,0,+,0,,3,3,3,7,7,7,,
37.II,A,6,Grn,0,+,0,,2,2,2,3,3,3,,
37.II,B,1,McC,0,-,S,,2,4,6,6,5,9,,
37.II,B,2,Cny,0,-,S,,2,2,1,2,1,1,,
37.II,B,3,Aqt,0,-,S,,1,2,4,4,4,5,,
37.II,B,4,Nnq,0,-,S,,3,3,4,4,4,3,,
37.II,B,5,Brc,0,-,S,,2,3,3,5,4,4,,
37.II,B,6,Grn,0,-,S,,2,2,4,4,3,4,,
37.II,C,1,McC,B,+,S,,4,4,4,7,9,8,,
37.II,C,2,Cny,B,+,S,,2,2,3,3,3,3,,
37.II,C,3,Aqt,B,+,S,,3,4,4,4,2,2,,
37.II,C,4,Nnq,B,+,S,,2,2,2,4,4,5,,
37.II,C,5,Brc,B,+,S,,2,3,3,4,4,4,,
37.II,C,6,Grn,B,+,S,,3,2,3,4,4,2,,
37.II,D,1,McC,B,+,0,,2,4,4,8,7,8,,
37.II,D,2,Cny,B,+,0,,2,2,3,5,5,4,,
37.II,D,3,Aqt,B,+,0,,2,3,4,7,7,8,,
37.II,D,4,Nnq,B,+,0,,2,2,4,4,4,4,,
37.II,D,5,Brc,B,+,0,,2,4,6,8,7,7,,
37.II,D,6,Grn,B,+,0,,3,3,3,4,1,1,,
38.I,A,1,KSR,B,-,S,,3,6,8,10,9,9,,
38.I,A,2,Ars,B,-,S,,2,3,5,5,5,7,,
38.I,A,3,ClD,B,-,S,,3,4,6,10,11,13,,
38.I,A,4,Lgy,B,-,S,,3,4,6,8,8,8,,
38.I,A,5,ClD,B,-,S,,2,2,3,4,7,7,,
38.I,A,6,Tph,B,-,S,,3,3,8,14,17,22,,
38.I,B,1,KSR,B,+,S,,2,4,5,9,7,6,,
38.I,B,2,Ars,B,+,S,,2,4,7,7,11,11,,
38.I,B,3,ClD,B,+,S,,2,4,4,8,8,10,,
38.I,B,4,Lgy,B,+,S,,2,4,7,8,10,12,,
38.I,B,5,ClD,B,+,S,,2,4,5,6,5,9,,
38.I,B,6,Tph,B,+,S,,2,2,4,6,6,6,,
38.I,C,1,KSR,0,-,S,,4,4,4,4,2,5,,
38.I,C,2,Ars,0,-,S,,2,4,6,5,7,5,,
38.I,C,3,ClD,0,-,S,,2,4,4,8,7,8,,
38.I,C,4,Lgy,0,-,S,,2,2,3,4,5,6,,
38.I,C,5,ClD,0,-,S,,2,2,2,2,2,2,,
38.I,C,6,Tph,0,-,S,,3,5,6,9,6,7,,
38.I,D,1,KSR,0,+,0,,3,3,3,3,2,2,,
38.I,D,2,Ars,0,+,0,,2,4,6,8,8,7,,
38.I,D,3,ClD,0,+,0,,2,3,4,5,5,5,,
38.I,D,4,Lgy,0,+,0,,2,2,2,2,2,2,,
38.I,D,5,ClD,0,+,0,,2,2,2,4,4,4,,
38.I,D,6,Tph,0,+,0,,2,4,5,5,8,7,,
38.II,A,1,KSR,0,-,0,,2,3,4,4,4,3,,
38.II,A,2,Ars,0,-,0,,1,2,4,4,4,4,,
38.II,A,3,ClD,0,-,0,,2,2,4,4,4,3,,
38.II,A,4,Lgy,0,-,0,,2,3,4,3,3,3,,
38.II,A,5,ClD,0,-,0,,2,3,4,4,3,3,,
38.II,A,6,Tph,0,-,0,,3,4,3,5,3,4,,
38.II,B,1,KSR,0,+,S,,3,3,3,3,4,4,,
38.II,B,2,Ars,0,+,S,,2,2,4,4,4,4,,
38.II,B,3,ClD,0,+,S,,2,2,4,3,2,4,,
38.II,B,4,Lgy,0,+,S,,2,2,3,3,2,3,,
38.II,B,5,ClD,0,+,S,,3,3,4,5,4,4,,
38.II,B,6,Tph,0,+,S,,3,3,5,5,5,5,,
38.II,C,1,KSR,B,-,0,,2,2,4,4,2,3,,
38.II,C,2,Ars,B,-,0,,2,4,6,6,2,3,,
38.II,C,3,ClD,B,-,0,,2,4,4,4,3,3,,
38.II,C,4,Lgy,B,-,0,,2,3,4,4,4,4,,
38.II,C,5,ClD,B,-,0,,2,2,4,4,2,3,,
38.II,C,6,Tph,B,-,0,,3,5,6,6,4,5,,
38.II,D,1,KSR,B,+,0,,2,4,6,6,5,7,,
38.II,D,2,Ars,B,+,0,,2,2,3,3,1,3,,
38.II,D,3,ClD,B,+,0,,2,3,4,7,7,5,,
38.II,D,4,Lgy,B,+,0,,2,3,4,4,5,4,,
38.II,D,5,ClD,B,+,0,,2,4,4,4,2,2,,
38.II,D,6,Tph,B,+,0,,2,4,4,6,4,4,,
39.I,A,1,McT,0,-,0,,3,3,5,8,11,9,,
39.I,A,2,WDf,0,-,0,,2,2,3,3,5,5,,
39.I,A,3,LnH,0,-,0,,3,2,3,4,4,4,,
39.I,A,4,Aqt,0,-,0,,2,2,4,4,4,4,,
39.I,A,5,Cdv,0,-,0,,2,2,3,3,4,3,,
39.I,A,6,UTM,0,-,0,,2,4,4,7,8,6,,
39.I,B,1,McT,B,-,0,,2,3,5,4,5,6,,
39.I,B,2,WDf,B,-,0,,2,4,4,5,4,5,,
39.I,B,3,LnH,B,-,0,,2,1,4,3,2,3,,
39.I,B,4,Aqt,B,-,0,,2,2,3,4,4,4,,
39.I,B,5,Cdv,B,-,0,,2,2,3,3,3,3,,
39.I,B,6,UTM,B,-,0,,2,4,3,5,5,5,,
39.I,C,1,McT,B,+,S,,2,2,4,3,2,2,,
39.I,C,2,WDf,B,+,S,,3,4,4,4,5,3,,
39.I,C,3,LnH,B,+,S,,2,2,1,2,3,3,,
39.I,C,4,Aqt,B,+,S,,2,2,2,5,5,5,,
39.I,C,5,Cdv,B,+,S,,3,4,3,5,4,5,,
39.I,C,6,UTM,B,+,S,,3,3,4,4,5,6,,
39.I,D,1,McT,0,+,S,,2,2,4,6,8,8,,
39.I,D,2,WDf,0,+,S,,1,2,4,4,5,5,,
39.I,D,3,LnH,0,+,S,,3,1,1,1,1,1,,
39.I,D,4,Aqt,0,+,S,,2,1,2,2,2,2,,
39.I,D,5,Cdv,0,+,S,,2,2,2,4,3,3,,
39.I,D,6,UTM,0,+,S,,3,4,5,8,8,8,,
39.II,A,1,McT,0,-,S,,3,4,4,7,8,7,,
39.II,A,2,WDf,0,-,S,,2,3,4,4,3,3,,
39.II,A,3,LnH,0,-,S,,1,2,2,3,3,3,,
39.II,A,4,Aqt,0,-,S,,2,2,3,3,3,3,,
39.II,A,5,Cdv,0,-,S,,2,2,3,4,5,4,,
39.II,A,6,UTM,0,-,S,,2,3,3,3,4,2,,
39.II,B,1,McT,0,+,0,,2,4,4,6,8,7,,
39.II,B,2,WDf,0,+,0,,3,3,3,4,4,4,,
39.II,B,3,LnH,0,+,0,,2,2,1,1,2,2,,
39.II,B,4,Aqt,0,+,0,,2,2,2,2,2,3,,
39.II,B,5,Cdv,0,+,0,,2,2,2,4,3,4,,
39.II,B,6,UTM,0,+,0,,2,2,3,4,4,4,,
39.II,C,1,McT,B,-,S,,2,2,4,4,5,5,,
39.II,C,2,WDf,B,-,S,,2,2,2,3,3,3,,
39.II,C,3,LnH,B,-,S,,2,2,3,3,3,4,,
39.II,C,4,Aqt,B,-,S,,2,4,6,6,6,5,,
39.II,C,5,Cdv,B,-,S,,1,2,2,2,2,2,,
39.II,C,6,UTM,B,-,S,,2,4,6,6,5,7,,
39.II,D,1,McT,B,+,0,,3,4,4,8,8,8,,
39.II,D,2,WDf,B,+,0,,2,2,6,6,4,6,,
39.II,D,3,LnH,B,+,0,,2,4,4,3,1,2,,
39.II,D,4,Aqt,B,+,0,,3,2,3,4,6,6,,
39.II,D,5,Cdv,B,+,0,,2,2,3,4,4,4,,
39.II,D,6,UTM,B,+,0,,2,2,4,2,2,2,,
40.I,A,1,Bxh,B,-,0,,3,2,3,3,3,0,,
40.I,A,2,Sgb,B,-,0,,3,3,1,1,1,1,,
40.I,A,3,Cny,B,+,0,,3,4,5,5,6,7,,meant to be minus accidentally became plus micr at setup
40.I,A,4,Swn,B,-,0,,3,3,1,2,2,1,,
40.I,A,5,Lyt,B,-,0,,4,4,6,6,9,8,,
40.I,A,6,Chr,B,-,0,,2,4,4,6,9,9,,
40.I,B,1,Bxh,0,-,S,,3,3,3,2,2,2,,
40.I,B,2,Sgb,0,-,S,,2,2,1,1,2,2,,
40.I,B,3,Cny,0,+,S,,2,4,5,6,6,8,,meant to be minus accidentally became plus micr at setup
40.I,B,4,Swn,0,-,S,,3,1,1,1,1,2,,
40.I,B,5,Lyt,0,-,S,,2,2,4,3,5,4,,
40.I,B,6,Chr,0,-,S,,2,2,5,6,5,6,,
40.I,C,1,Bxh,0,-,0,,3,2,2,2,3,3,,
40.I,C,2,Sgb,0,-,0,,3,2,2,1,2,1,,
40.I,C,3,Cny,0,+,0,,2,2,4,3,2,3,,meant to be minus accidentally became plus micr at setup
40.I,C,4,Swn,0,-,0,,3,3,2,1,3,3,,
40.I,C,5,Lyt,0,-,0,,2,2,3,5,7,7,,
40.I,C,6,Chr,0,-,0,,5,5,12,10,10,10,,
40.I,D,1,Bxh,B,-,S,,2,4,4,3,3,3,,
40.I,D,2,Sgb,B,-,S,,4,2,2,2,4,2,,
40.I,D,3,Cny,B,+,S,,2,3,5,7,8,9,,meant to be minus accidentally became plus micr at setup
40.I,D,4,Swn,B,-,S,,2,2,1,1,1,2,,
40.I,D,5,Lyt,B,-,S,,3,4,3,5,9,9,,
40.I,D,6,Chr,B,-,S,,2,2,3,5,5,7,,
40.II,A,1,Bxh,0,+,0,,3,4,4,7,7,7,,
40.II,A,2,Sgb,0,+,0,,2,2,2,1,1,2,,
40.II,A,3,Cny,0,-,0,,2,4,3,3,3,3,,meant to be plus shifted to minus to compensate setup error
40.II,A,4,Swn,0,+,0,,2,2,2,2,1,1,,
40.II,A,5,Lyt,0,+,0,,2,2,4,4,6,7,,
40.II,A,6,Chr,0,+,0,,2,2,4,6,8,7,,
40.II,B,1,Bxh,B,+,S,,2,2,4,4,4,5,,
40.II,B,2,Sgb,B,+,S,,2,1,1,1,1,1,,
40.II,B,3,Cny,B,-,S,,2,2,5,8,8,7,,meant to be plus shifted to minus to compensate setup error
40.II,B,4,Swn,B,+,S,,2,2,2,2,2,1,,
40.II,B,5,Lyt,B,+,S,,2,2,3,5,6,6,,
40.II,B,6,Chr,B,+,S,,3,3,4,6,9,7,,
40.II,C,1,Bxh,B,+,0,,2,2,3,4,3,4,,
40.II,C,2,Sgb,B,+,0,,2,2,1,1,1,0,,
40.II,C,3,Cny,B,-,0,,2,2,2,3,4,3,,meant to be plus shifted to minus to compensate setup error
40.II,C,4,Swn,B,+,0,,2,2,1,1,1,1,,
40.II,C,5,Lyt,B,+,0,,2,3,2,4,7,8,,
40.II,C,6,Chr,B,+,0,,2,2,2,5,5,5,,
40.II,D,1,Bxh,0,+,S,,2,2,1,1,4,2,,
40.II,D,2,Sgb,0,+,S,,3,2,1,0,0,0,,
40.II,D,3,Cny,0,-,S,,3,2,5,5,6,6,,meant to be plus shifted to minus to compensate setup error
40.II,D,4,Swn,0,+,S,,2,2,1,1,1,1,,
40.II,D,5,Lyt,0,+,S,,2,3,1,1,2,3,,
40.II,D,6,Chr,0,+,S,,2,2,3,3,5,4,,
41.I,A,1,Tgd,0,+,0,,2,4,6,6,12,10,,
41.I,A,2,Aqt,0,+,0,,3,3,6,10,8,8,,
41.I,A,3,Lgy,0,+,0,,2,2,3,2,2,3,,
41.I,A,4,LnH,0,+,0,,2,2,3,4,6,6,,
41.I,A,5,Rtt,0,+,0,,2,4,4,7,9,11,,
41.I,A,6,Wll,0,+,0,,4,6,7,8,9,12,,
41.I,B,1,Tgd,B,+,0,,2,2,4,5,9,10,,
41.I,B,2,Aqt,B,+,0,,6,6,8,8,9,10,,
41.I,B,3,Lgy,B,+,0,,3,4,4,4,4,5,,
41.I,B,4,LnH,B,+,0,,3,2,3,4,6,6,,
41.I,B,5,Rtt,B,+,0,,3,3,3,4,7,8,,
41.I,B,6,Wll,B,+,0,,2,4,8,10,14,14,,
41.I,C,1,Tgd,0,-,0,,3,2,5,4,3,5,,
41.I,C,2,Aqt,0,-,0,,3,2,4,4,4,6,,
41.I,C,3,Lgy,0,-,0,,2,2,4,4,5,5,,
41.I,C,4,LnH,0,-,0,,3,2,3,3,4,3,,
41.I,C,5,Rtt,0,-,0,,2,2,3,6,8,10,,
41.I,C,6,Wll,0,-,0,,3,3,6,7,11,14,,
41.I,D,1,Tgd,0,+,S,,3,4,6,8,10,10,,
41.I,D,2,Aqt,0,+,S,,4,2,6,7,6,5,,
41.I,D,3,Lgy,0,+,S,,2,2,3,4,5,4,,
41.I,D,4,LnH,0,+,S,,2,2,2,1,1,2,,
41.I,D,5,Rtt,0,+,S,,3,3,4,6,9,11,,
41.I,D,6,Wll,0,+,S,,2,2,4,5,9,9,,
41.II,A,1,Tgd,B,+,S,,2,2,4,5,8,8,,
41.II,A,2,Aqt,B,+,S,,3,5,6,8,9,9,,
41.II,A,3,Lgy,B,+,S,,3,3,3,4,5,5,,
41.II,A,4,LnH,B,+,S,,2,2,3,5,6,6,,
41.II,A,5,Rtt,B,+,S,,2,3,4,1,3,5,,
41.II,A,6,Wll,B,+,S,,2,4,5,8,11,11,,
41.II,B,1,Tgd,0,-,S,,2,2,4,6,9,9,,
41.II,B,2,Aqt,0,-,S,,2,2,4,5,5,5,,
41.II,B,3,Lgy,0,-,S,,2,3,4,6,8,7,,
41.II,B,4,LnH,0,-,S,,2,3,4,4,5,4,,
41.II,B,5,Rtt,0,-,S,,2,3,5,7,9,12,,
41.II,B,6,Wll,0,-,S,,3,4,4,6,9,11,,
41.II,C,1,Tgd,B,-,0,,2,3,4,6,5,7,,
41.II,C,2,Aqt,B,-,0,,3,4,5,6,7,5,,
41.II,C,3,Lgy,B,-,0,,2,4,5,6,5,5,,
41.II,C,4,LnH,B,-,0,,2,2,3,2,2,3,,
41.II,C,5,Rtt,B,-,0,,2,4,4,5,5,6,,
41.II,C,6,Wll,B,-,0,,3,3,6,8,8,10,,
41.II,D,1,Tgd,B,-,S,,2,3,5,5,8,8,,
41.II,D,2,Aqt,B,-,S,,3,2,2,2,2,2,,
41.II,D,3,Lgy,B,-,S,,2,3,4,4,5,5,,
41.II,D,4,LnH,B,-,S,,4,4,2,2,2,2,,
41.II,D,5,Rtt,B,-,S,,3,4,6,8,10,15,,
41.II,D,6,Wll,B,-,S,,3,4,5,6,6,9,,
42.I,A,1,CnP,B,+,S,,2,4,5,6,11,11,,
42.I,A,2,Trr,B,+,S,,2,2,4,5,6,7,,
42.I,A,3,Trr,B,+,S,,3,3,4,3,5,6,,
42.I,A,4,Cmb,B,+,S,,3,3,5,8,10,11,,
42.I,A,5,HBE,B,+,S,,4,4,7,7,10,10,,
42.I,A,6,Nnq,B,+,S,,3,3,3,3,2,2,,
42.I,B,1,CnP,0,+,S,,2,3,4,6,9,10,,
42.I,B,2,Trr,0,+,S,,2,4,6,6,6,6,,
42.I,B,3,Trr,0,+,S,,2,4,6,8,9,9,,
42.I,B,4,Cmb,0,+,S,,2,2,4,4,4,5,,
42.I,B,5,HBE,0,+,S,,3,3,4,4,4,4,,
42.I,B,6,Nnq,0,+,S,,2,3,3,3,3,4,,
42.I,C,1,CnP,B,+,0,,3,4,6,6,7,7,,
42.I,C,2,Trr,B,+,0,,2,3,4,4,4,4,,
42.I,C,3,Trr,B,+,0,,2,2,3,4,3,3,,
42.I,C,4,Cmb,B,+,0,,3,5,6,10,9,12,,
42.I,C,5,HBE,B,+,0,,2,2,4,6,4,5,,
42.I,C,6,Nnq,B,+,0,,2,2,3,3,4,2,,
42.I,D,1,CnP,0,-,0,,3,6,6,9,10,14,,
42.I,D,2,Trr,0,-,0,,2,3,4,5,5,6,,
42.I,D,3,Trr,0,-,0,,2,2,4,5,5,5,,
42.I,D,4,Cmb,0,-,0,,3,4,6,5,2,5,,
42.I,D,5,HBE,0,-,0,,2,2,0,0,0,0,,
42.I,D,6,Nnq,0,-,0,,3,3,2,1,2,1,,
42.II,A,1,CnP,0,+,0,,3,3,4,8,9,12,,
42.II,A,2,Trr,0,+,0,,2,3,4,5,5,5,,
42.II,A,3,Trr,0,+,0,,2,2,4,5,6,5,,
42.II,A,4,Cmb,0,+,0,,2,2,5,5,5,4,,
42.II,A,5,HBE,0,+,0,,3,2,5,4,4,3,,
42.II,A,6,Nnq,0,+,0,,4,4,6,4,4,4,,
42.II,B,1,CnP,B,-,S,,3,3,5,7,7,7,,
42.II,B,2,Trr,B,-,S,,3,4,4,8,9,9,,
42.II,B,3,Trr,B,-,S,,2,2,3,3,3,3,,
42.II,B,4,Cmb,B,-,S,,2,4,5,8,8,8,,
42.II,B,5,HBE,B,-,S,,2,3,3,4,4,4,,
42.II,B,6,Nnq,B,-,S,,2,3,3,4,4,3,,
42.II,C,1,CnP,0,-,S,,2,2,4,7,8,8,,
42.II,C,2,Trr,0,-,S,,4,4,5,5,5,5,,
42.II,C,3,Trr,0,-,S,,2,3,3,3,3,3,,
42.II,C,4,Cmb,0,-,S,,2,4,5,5,6,7,,
42.II,C,5,HBE,0,-,S,,2,2,6,5,5,5,,
42.II,C,6,Nnq,0,-,S,,2,2,4,2,3,3,,
42.II,D,1,CnP,B,-,0,,2,2,5,7,6,6,,
42.II,D,2,Trr,B,-,0,,2,2,4,4,4,5,,
42.II,D,3,Trr,B,-,0,,2,2,4,4,3,3,,
42.II,D,4,Cmb,B,-,0,,2,4,5,5,5,5,,
42.II,D,5,HBE,B,-,0,,2,2,4,4,5,4,,
42.II,D,6,Nnq,B,-,0,,4,3,2,1,2,1,,
43.I,A,1,AjD,0,+,0,,3,4,6,6,4,7,,
43.I,A,2,SHB,0,+,0,,2,4,4,6,6,9,,
43.I,A,3,EPP,0,+,0,,3,3,2,3,3,3,,
43.I,A,4,Kls,0,+,0,,3,3,6,7,8,10,,
43.I,A,5,Sgb,0,+,0,,2,2,1,1,1,1,,
43.I,A,6,Bxh,0,+,0,,5,5,8,10,7,10,,
43.I,B,1,AjD,0,-,0,,2,3,6,6,6,7,,
43.I,B,2,SHB,0,-,0,,2,2,3,6,7,7,,
43.I,B,3,EPP,0,-,0,,2,2,2,2,3,2,,
43.I,B,4,Kls,0,-,0,,3,3,5,7,7,7,,
43.I,B,5,Sgb,0,-,0,,3,3,1,1,1,1,,
43.I,B,6,Bxh,0,-,0,,5,5,5,6,6,7,,
43.I,C,1,AjD,B,-,S,,2,4,6,7,6,7,,
43.I,C,2,SHB,B,-,S,,2,3,3,4,6,6,,
43.I,C,3,EPP,B,-,S,,2,2,2,2,2,2,,
