scorer,plate,row,column,ROI,,,,,,,,
DL,42.1,B,6,33,,,,,,,,
DL,42.1,B,5,41,42,37,,,,,,
DL,42.1,B,4,40,,,,,,,,
DL,42.1,B,3,35,32,,,,,,,
DL,42.1,B,2,31,34,,,,,,,
DL,42.1,B,1,30,38,39,,,,,,
DL,42.1,C,6,54,,,,,,,,
DL,42.1,C,5,55,60,,,,,,,
DL,42.1,C,4,46,57,53,,,,,,
DL,42.1,C,3,56,,,,,,,,
DL,42.1,C,2,52,,,,,,,,
DL,42.1,C,1,58,51,61,59,44,43,,,
DL,42.1,D,6,67,68,,,,,,,
DL,42.1,D,5,75,,,,,,,,
DL,42.1,D,4,64,72,74,,,,,,
DL,42.1,D,3,71,73,,,,,,,
DL,42.1,D,2,69,,,,,,,,
DL,42.1,D,1,65,,,,,,,,
DL,42.2,A,6,8,,,,,,,,
DL,42.2,A,5,4,3,9,,,,,,
DL,42.2,A,4,1,6,,,,,,,
DL,42.2,A,3,5,,,,,,,,
DL,42.2,A,2,7,,,,,,,,
DL,42.2,A,1,10,12,,,,,,,
DL,42.2,B,6,15,,,,,,,,
DL,42.2,B,5,23,,,,,,,,
DL,42.2,B,4,19,,,,,,,,
DL,42.2,B,3,20,22,,,,,,,
DL,42.2,B,2,17,18,,,,,,,
DL,42.2,B,1,21,26,25,24,,,,,
DL,42.2,C,6,31,,,,,,,,
DL,42.2,C,5,35,29,,,,,,,
DL,42.2,C,4,30,,,,,,,,
DL,42.2,C,3,36,,,,,,,,
DL,42.2,C,2,33,37,,,,,,,
DL,42.2,C,1,34,32,,,,,,,
DL,42.2,D,6,40,46,49,,,,,,
DL,42.2,D,5,38,39,41,,,,,,
DL,42.2,D,4,44,,,,,,,,
DL,42.2,D,3,42,,,,,,,,
DL,42.2,D,2,48,50,,,,,,,
DL,42.2,D,1,47,43,,,,,,,
DL,43.1,A,6,2,4,9,17,,,,,
DL,43.1,A,5,14,10,5,,,,,,
DL,43.1,A,4,7,8,16,21,,,,,
DL,43.1,A,3,6,13,18,,,,,,
DL,43.1,A,2,11,19,,,,,,,
DL,43.1,A,1,12,15,20,22,,,,,
DL,43.1,B,6,24,26,37,,,,,,
DL,43.1,B,5,34,35,,,,,,,
DL,43.1,B,4,23,27,32,,,,,,
DL,43.1,B,3,29,,,,,,,,
DL,43.1,B,2,31,30,,,,,,,
DL,43.1,B,1,33,28,25,,,,,,
DL,43.1,C,6,47,48,,,,,,,
DL,43.1,C,5,40,45,,,,,,,
DL,43.1,C,4,42,39,46,,,,,,
DL,43.1,C,3,41,,,,,,,,
DL,43.1,C,2,44,51,50,52,,,,,
DL,43.1,C,1,49,43,,,,,,,
DL,43.1,D,6,54,57,,,,,,,
DL,43.1,D,5,64,,,,,,,,
DL,43.1,D,4,61,,,,,,,,
DL,43.1,D,3,59,,,,,,,,
DL,43.1,D,2,55,56,62,,,,,,
DL,43.1,D,1,58,,,,,,,,
DL,43.2,A,6,7,4,,,,,,,
DL,43.2,A,5,,,,,,,,,
DL,43.2,A,4,5,,,,,,,,
DL,43.2,A,3,6,,,,,,,,
DL,43.2,A,2,3,8,,,,,,,
DL,43.2,A,1,9,10,,,,,,,
DL,43.2,B,6,43,22,,,,,,,
DL,43.2,B,5,,,,,,,,,
DL,43.2,B,4,17,,,,,,,,
DL,43.2,B,3,20,24,,,,,,,
DL,43.2,B,2,16,21,,,,,,,
DL,43.2,B,1,19,23,18,,,,,,
DL,43.2,C,6,28,,,,,,,,
DL,43.2,C,5,27,29,,,,,,,
DL,43.2,C,4,35,,,,,,,,
DL,43.2,C,3,30,33,,,,,,,
DL,43.2,C,2,31,26,,,,,,,
DL,43.2,C,1,34,32,,,,,,,
DL,43.2,D,6,36,41,39,,,,,,
DL,43.2,D,5,,,,,,,,,
DL,43.2,D,4,37,,,,,,,,
DL,43.2,D,3,38,,,,,,,,
DL,43.2,D,2,42,,,,,,,,
DL,43.2,D,1,40,,,,,,,,
DL,44.1,A,6,9,,,,,,,,
DL,44.1,A,5,8,6,11,15,,,,,
DL,44.1,A,4,12,,,,,,,,
DL,44.1,A,3,17,14,,,,,,,
DL,44.1,A,2,5,7,10,16,,,,,
DL,44.1,A,1,4,13,,,,,,,
DL,44.1,B,6,42,43,40,38,33,,,,
DL,44.1,B,5,39,37,19,,,,,,
DL,44.1,B,4,31,,,,,,,,
DL,44.1,B,3,30,26,,,,,,,
DL,44.1,B,2,20,32,,,,,,,
DL,44.1,B,1,29,,,,,,,,
DL,44.1,C,6,55,61,49,,,,,,
DL,44.1,C,5,59,51,58,,,,,,
DL,44.1,C,4,65,,,,,,,,
DL,44.1,C,3,53,63,,,,,,,
DL,44.1,C,2,62,66,50,,,,,,
DL,44.1,C,1,47,57,69,,,,,,
DL,44.1,D,6,82,,,,,,,,
DL,44.1,D,5,81,85,89,,,,,,
DL,44.1,D,4,87,,,,,,,,
DL,44.1,D,3,86,83,78,,,,,,
DL,44.1,D,2,84,92,,,,,,,
DL,44.1,D,1,90,88,,,,,,,
DL,44.2,A,6,10,,,,,,,,
DL,44.2,A,5,6,,,,,,,,
DL,44.2,A,4,8,2,,,,,,,
DL,44.2,A,3,5,,,,,,,,
DL,44.2,A,2,7,4,11,,,,,,
DL,44.2,A,1,3,9,12,,,,,,
DL,44.2,B,6,20,24,,,,,,,
DL,44.2,B,5,16,17,21,28,,,,,
DL,44.2,B,4,15,23,,,,,,,
DL,44.2,B,3,22,27,29,,,,,,
DL,44.2,B,2,19,25,,,,,,,
DL,44.2,B,1,18,26,,,,,,,
DL,44.2,C,6,32,38,,,,,,,
DL,44.2,C,5,39,46,,,,,,,
DL,44.2,C,4,36,,,,,,,,
DL,44.2,C,3,35,40,,,,,,,
DL,44.2,C,2,44,45,,,,,,,
DL,44.2,C,1,49,30,33,34,37,,,,
DL,44.2,D,6,54,,,,,,,,
DL,44.2,D,5,58,53,,,,,,,
DL,44.2,D,4,66,69,,,,,,,
DL,44.2,D,3,67,74,,,,,,,
DL,44.2,D,2,55,65,,,,,,,
DL,44.2,D,1,63,70,,,,,,,
DL,45.1,A,6,15,25,,,,,,,
DL,45.1,A,5,6,19,23,,,,,,
DL,45.1,A,4,11,10,9,,,,,,
DL,45.1,A,3,12,16,,,,,,,
DL,45.1,A,2,14,17,20,22,,,,,
DL,45.1,A,1,21,18,13,24,,,,,
DL,45.1,B,6,34,31,27,,,,,,
DL,45.1,B,5,38,36,,,,,,,
DL,45.1,B,4,35,,,,,,,,
DL,45.1,B,3,32,,,,,,,,
DL,45.1,B,2,28,,,,,,,,
DL,45.1,B,1,29,37,,,,,,,
DL,45.1,C,6,41,42,43,49,,,,,
DL,45.1,C,5,51,52,,,,,,,
DL,45.1,C,4,45,44,,,,,,,
DL,45.1,C,3,47,,,,,,,,
DL,45.1,C,2,48,,,,,,,,
DL,45.1,C,1,46,,,,,,,,
DL,45.1,D,6,61,68,,,,,,,
DL,45.1,D,5,58,60,66,,,,,,
DL,45.1,D,4,55,59,67,,,,,,
DL,45.1,D,3,62,64,63,,,,,,
DL,45.1,D,2,54,,,,,,,,
DL,45.1,D,1,65,56,57,,,,,,
DL,45.2,A,6,6,,,,,,,,
DL,45.2,A,5,2,9,14,,,,,,
DL,45.2,A,4,15,16,,,,,,,
DL,45.2,A,3,7,11,13,,,,,,
DL,45.2,A,2,3,5,,,,,,,
DL,45.2,A,1,8,10,17,,,,,,
DL,45.2,B,6,,,,,,,,,
DL,45.2,B,5,29,33,34,,,,,,
DL,45.2,B,4,28,31,32,,,,,,
DL,45.2,B,3,25,27,,,,,,,
DL,45.2,B,2,21,22,24,,,,,,
DL,45.2,B,1,26,,,,,,,,
DL,45.2,C,6,40,44,51,,,,,,
DL,45.2,C,5,36,46,47,,,,,,
DL,45.2,C,4,43,45,,,,,,,
DL,45.2,C,3,48,,,,,,,,
DL,45.2,C,2,39,,,,,,,,
DL,45.2,C,1,41,49,,,,,,,
DL,45.2,D,6,56,59,63,,,,,,
DL,45.2,D,5,54,62,,,,,,,
DL,45.2,D,4,66,,,,,,,,
DL,45.2,D,3,55,60,57,,,,,,
DL,45.2,D,2,53,,,,,,,,
DL,45.2,D,1,65,58,,,,,,,
DL,46.1,A,6,9,,,,,,,,
DL,46.1,A,5,18,,,,,,,,
DL,46.1,A,4,8,14,13,,,,,,
DL,46.1,A,3,22,28,29,25,,,,,
DL,46.1,A,2,11,23,17,26,,,,,
DL,46.1,A,1,6,,,,,,,,
DL,46.1,B,6,40,118,,,,,,,
DL,46.1,B,5,43,52,,,,,,,
DL,46.1,B,4,46,44,,,,,,,
DL,46.1,B,3,49,,,,,,,,
DL,46.1,B,2,39,53,,,,,,,
DL,46.1,B,1,51,,,,,,,,
DL,46.1,C,6,70,74,77,,,,,,
DL,46.1,C,5,66,,,,,,,,
DL,46.1,C,4,64,67,65,,,,,,
DL,46.1,C,3,72,75,,,,,,,
DL,46.1,C,2,68,,,,,,,,
DL,46.1,C,1,61,69,,,,,,,
DL,46.1,D,6,100,,,,,,,,
DL,46.1,D,5,89,,,,,,,,
DL,46.1,D,4,95,103,,,,,,,
DL,46.1,D,3,96,11,,,,,,,
DL,46.1,D,2,86,94,,,,,,,
DL,46.1,D,1,91,97,105,,,,,,
DL,46.2,A,6,14,,,,,,,,
DL,46.2,A,5,19,,,,,,,,
DL,46.2,A,4,18,,,,,,,,
DL,46.2,A,3,15,17,,,,,,,
DL,46.2,A,2,16,,,,,,,,
DL,46.2,A,1,12,,,,,,,,
DL,46.2,B,6,32,34,,,,,,,
DL,46.2,B,5,35,,,,,,,,
DL,46.2,B,4,31,,,,,,,,
DL,46.2,B,3,26,25,,,,,,,
DL,46.2,B,2,28,,,,,,,,
DL,46.2,B,1,33,29,,,,,,,
DL,46.2,C,6,48,53,,,,,,,
DL,46.2,C,5,52,,,,,,,,
DL,46.2,C,4,47,49,,,,,,,
DL,46.2,C,3,50,,,,,,,,
DL,46.2,C,2,54,,,,,,,,
DL,46.2,C,1,51,,,,,,,,
DL,46.2,D,6,66,75,,,,,,,
DL,46.2,D,5,61,,,,,,,,
DL,46.2,D,4,69,68,,,,,,,
DL,46.2,D,3,62,59,63,,,,,,
DL,46.2,D,2,73,74,,,,,,,
DL,46.2,D,1,71,78,,,,,,,
DL,47.1,A,6,18,19,26,33,,,,,
DL,47.1,A,5,24,32,,,,,,,
DL,47.1,A,4,39,40,,,,,,,
DL,47.1,A,3,34,29,30,,,,,,
DL,47.1,A,2,23,10,,,,,,,
DL,47.1,A,1,28,,,,,,,,
DL,47.1,B,6,57,68,,,,,,,
DL,47.1,B,5,55,64,,,,,,,
DL,47.1,B,4,61,62,,,,,,,
DL,47.1,B,3,60,53,59,,,,,,
DL,47.1,B,2,52,63,,,,,,,
DL,47.1,B,1,58,,,,,,,,
DL,47.1,C,6,76,85,105,,,,,,
DL,47.1,C,5,79,,,,,,,,
DL,47.1,C,4,82,89,91,96,,,,,
DL,47.1,C,3,100,92,,,,,,,
DL,47.1,C,2,81,,,,,,,,
DL,47.1,C,1,77,86,83,,,,,,
DL,47.1,D,6,119,121,132,,,,,,
DL,47.1,D,5,130,,,,,,,,
DL,47.1,D,4,138,,,,,,,,
DL,47.1,D,3,128,137,,,,,,,
DL,47.1,D,2,123,139,131,,,,,,
DL,47.1,D,1,125,126,135,,,,,,
DL,47.2,A,6,14,20,,,,,,,
DL,47.2,A,5,25,,,,,,,,
DL,47.2,A,4,32,28,34,,,,,,
DL,47.2,A,3,15,17,,,,,,,
DL,47.2,A,2,22,37,42,,,,,,
DL,47.2,A,1,26,,,,,,,,
DL,47.2,B,6,47,58,,,,,,,
DL,47.2,B,5,57,63,,,,,,,
DL,47.2,B,4,56,50,52,54,,,,,
DL,47.2,B,3,55,,,,,,,,
DL,47.2,B,2,61,67,70,74,,,,,
DL,47.2,B,1,62,60,,,,,,,
DL,47.2,C,6,86,99,,,,,,,
DL,47.2,C,5,84,98,,,,,,,
DL,47.2,C,4,90,100,102,,,,,,
DL,47.2,C,3,83,96,94,,,,,,
DL,47.2,C,2,89,103,,,,,,,
DL,47.2,C,1,91,106,,,,,,,
DL,47.2,D,6,116,118,,,,,,,
DL,47.2,D,5,113,,,,,,,,
DL,47.2,D,4,119,120,121,,,,,,
DL,47.2,D,3,117,,,,,,,,
DL,47.2,D,2,115,,,,,,,,
DL,47.2,D,1,114,,,,,,,,
DL,48.1,A,6,11,13,,,,,,,
DL,48.1,A,5,10,,,,,,,,
DL,48.1,A,4,4,,,,,,,,
DL,48.1,A,3,,,,,,,,,
DL,48.1,A,2,7,12,,,,,,,
DL,48.1,A,1,5,6,9,8,,,,,
DL,48.1,B,6,20,28,29,,,,,,
DL,48.1,B,5,25,,,,,,,,
DL,48.1,B,4,23,,,,,,,,
DL,48.1,B,3,27,32,35,26,,,,,
DL,48.1,B,2,21,33,34,,,,,,
DL,48.1,B,1,24,30,,,,,,,
DL,48.1,C,6,39,41,42,48,,,,,
DL,48.1,C,5,46,,,,,,,,
DL,48.1,C,4,43,,,,,,,,
DL,48.1,C,3,40,44,,,,,,,
DL,48.1,C,2,47,49,50,,,,,,
DL,48.1,C,1,45,,,,,,,,
DL,48.1,D,6,64,67,,,,,,,
DL,48.1,D,5,62,,,,,,,,
DL,48.1,D,4,63,,,,,,,,
DL,48.1,D,3,68,,,,,,,,
DL,48.1,D,2,58,69,,,,,,,
DL,48.1,D,1,65,71,,,,,,,
DL,48.2,A,6,11,13,,,,,,,
DL,48.2,A,5,9,5,,,,,,,
DL,48.2,A,4,6,,,,,,,,
DL,48.2,A,3,12,,,,,,,,
DL,48.2,A,2,10,,,,,,,,
DL,48.2,A,1,8,14,,,,,,,
DL,48.2,B,6,19,23,,,,,,,
DL,48.2,B,5,22,17,,,,,,,
DL,48.2,B,4,20,16,,,,,,,
DL,48.2,B,3,24,25,26,,,,,,
DL,48.2,B,2,18,,,,,,,,
DL,48.2,B,1,21,,,,,,,,
DL,48.2,C,6,32,38,,,,,,,
DL,48.2,C,5,30,37,,,,,,,
DL,48.2,C,4,29,34,,,,,,,
DL,48.2,C,3,33,35,,,,,,,
DL,48.2,C,2,31,39,,,,,,,
DL,48.2,C,1,36,,,,,,,,
DL,48.2,D,6,42,47,,,,,,,
DL,48.2,D,5,41,44,,,,,,,
DL,48.2,D,4,45,,,,,,,,
DL,48.2,D,3,,,,,,,,,
DL,48.2,D,2,40,43,46,,,,,,
DL,48.2,D,1,48,49,,,,,,,
DL,49.1,A,6,3,,,,,,,,
DL,49.1,A,5,8,9,,,,,,,
DL,49.1,A,4,7,11,17,,,,,,
DL,49.1,A,3,13,,,,,,,,
DL,49.1,A,2,10,14,,,,,,,
DL,49.1,A,1,12,15,16,,,,,,
DL,49.1,B,6,21,25,,,,,,,
DL,49.1,B,5,29,,,,,,,,
DL,49.1,B,4,23,28,36,,,,,,
DL,49.1,B,3,33,,,,,,,,
DL,49.1,B,2,22,27,,,,,,,
DL,49.1,B,1,24,30,35,31,32,,,,
DL,49.1,C,6,39,50,,,,,,,
DL,49.1,C,5,49,47,53,52,54,,,,
DL,49.1,C,4,41,,,,,,,,
DL,49.1,C,3,45,,,,,,,,
DL,49.1,C,2,48,,,,,,,,
DL,49.1,C,1,51,46,,,,,,,
DL,49.1,D,6,58,,,,,,,,
DL,49.1,D,5,63,64,,,,,,,
DL,49.1,D,4,60,59,66,,,,,,
DL,49.1,D,3,61,65,,,,,,,
DL,49.1,D,2,62,,,,,,,,
DL,49.1,D,1,67,,,,,,,,
DL,49.2,A,6,16,18,,,,,,,
DL,49.2,A,5,5,15,19,13,,,,,
DL,49.2,A,4,26,25,20,22,,,,,
DL,49.2,A,3,23,27,,,,,,,
DL,49.2,A,2,24,17,,,,,,,
DL,49.2,A,1,14,21,7,,,,,,
DL,49.2,B,6,64,65,,,,,,,
DL,49.2,B,5,52,41,53,54,60,,,,
DL,49.2,B,4,63,48,69,,,,,,
DL,49.2,B,3,62,,,,,,,,
DL,49.2,B,2,45,56,,,,,,,
DL,49.2,B,1,49,58,,,,,,,
DL,49.2,C,6,74,81,85,,,,,,
DL,49.2,C,5,83,,,,,,,,
DL,49.2,C,4,77,87,86,78,,,,,
DL,49.2,C,3,75,,,,,,,,
DL,49.2,C,2,73,80,,,,,,,
DL,49.2,C,1,82,79,,,,,,,
DL,49.2,D,6,101,105,,,,,,,
DL,49.2,D,5,98,99,,,,,,,
DL,49.2,D,4,102,,,,,,,,
DL,49.2,D,3,103,,,,,,,,
DL,49.2,D,2,104,107,,,,,,,
DL,49.2,D,1,106,109,,,,,,,
DL,50.1,A,6,11,,,,,,,,
DL,50.1,A,5,5,14,,,,,,,
DL,50.1,A,4,15,,,,,,,,
DL,50.1,A,3,16,12,7,,,,,,
DL,50.1,A,2,6,,,,,,,,
DL,50.1,A,1,8,13,,,,,,,
DL,50.1,B,6,26,,,,,,,,
DL,50.1,B,5,20,,,,,,,,
DL,50.1,B,4,28,29,,,,,,,
DL,50.1,B,3,22,24,,,,,,,
DL,50.1,B,2,27,,,,,,,,
DL,50.1,B,1,30,25,,,,,,,
DL,50.1,C,6,35,,,,,,,,
DL,50.1,C,5,32,37,34,,,,,,
DL,50.1,C,4,38,,,,,,,,
DL,50.1,C,3,36,,,,,,,,
DL,50.1,C,2,33,41,,,,,,,
DL,50.1,C,1,42,31,39,,,,,,
DL,50.1,D,6,50,,,,,,,,
DL,50.1,D,5,53,,,,,,,,
DL,50.1,D,4,45,51,,,,,,,
DL,50.1,D,3,48,,,,,,,,
DL,50.1,D,2,52,,,,,,,,
DL,50.1,D,1,47,,,,,,,,
DL,50.2,A,6,10,17,19,,,,,,
DL,50.2,A,5,8,5,,,,,,,
DL,50.2,A,4,13,,,,,,,,
DL,50.2,A,3,2,,,,,,,,
DL,50.2,A,2,11,9,,,,,,,
DL,50.2,A,1,7,4,16,,,,,,
DL,50.2,B,6,33,,,,,,,,
DL,50.2,B,5,24,28,,,,,,,
DL,50.2,B,4,30,32,35,,,,,,
DL,50.2,B,3,23,,,,,,,,
DL,50.2,B,2,40,,,,,,,,
DL,50.2,B,1,31,34,29,,,,,,
DL,50.2,C,6,53,56,,,,,,,
DL,50.2,C,5,46,,,,,,,,
DL,50.2,C,4,51,,,,,,,,
DL,50.2,C,3,55,,,,,,,,
DL,50.2,C,2,50,59,,,,,,,
DL,50.2,C,1,57,47,,,,,,,
DL,50.2,D,6,76,79,,,,,,,
DL,50.2,D,5,66,80,,,,,,,
DL,50.2,D,4,71,73,75,,,,,,
DL,50.2,D,3,67,74,,,,,,,
DL,50.2,D,2,69,77,,,,,,,
DL,50.2,D,1,81,,,,,,,,
DL,20.1,A,6,2,,,,,,,,
DL,20.1,A,5,7,4,,,,,,,
DL,20.1,A,4,5,,,,,,,,
DL,20.1,A,3,3,,,,,,,,
DL,20.1,A,2,8,,,,,,,,
DL,20.1,A,1,1,,,,,,,,
DL,20.1,B,6,10,14,,,,,,,
DL,20.1,B,5,9,,,,,,,,
DL,20.1,B,4,13,,,,,,,,
DL,20.1,B,3,16,,,,,,,,
DL,20.1,B,2,11,,,,,,,,
DL,20.1,B,1,12,15,,,,,,,
DL,20.1,C,6,20,23,,,,,,,
DL,20.1,C,5,22,,,,,,,,
DL,20.1,C,4,21,,,,,,,,
DL,20.1,C,3,18,,,,,,,,
DL,20.1,C,2,17,,,,,,,,
DL,20.1,C,1,19,,,,,,,,
DL,20.1,D,6,26,27,,,,,,,
DL,20.1,D,5,33,34,,,,,,,
DL,20.1,D,4,29,,,,,,,,
DL,20.1,D,3,28,,,,,,,,
DL,20.1,D,2,30,,,,,,,,
DL,20.1,D,1,25,,,,,,,,
DL,20.2,A,6,6,,,,,,,,
DL,20.2,A,5,10,,,,,,,,
DL,20.2,A,4,9,,,,,,,,
DL,20.2,A,3,12,7,11,,,,,,
DL,20.2,A,2,8,11,13,,,,,,
DL,20.2,A,1,5,,,,,,,,
DL,20.2,B,6,21,23,,,,,,,
DL,20.2,B,5,15,19,22,,,,,,
DL,20.2,B,4,14,,,,,,,,
DL,20.2,B,3,18,17,,,,,,,
DL,20.2,B,2,20,,,,,,,,
DL,20.2,B,1,16,,,,,,,,
DL,20.2,C,6,24,28,,,,,,,
DL,20.2,C,5,27,,,,,,,,
DL,20.2,C,4,25,31,,,,,,,
DL,20.2,C,3,30,26,,,,,,,
DL,20.2,C,2,32,,,,,,,,
DL,20.2,C,1,29,,,,,,,,
DL,20.2,D,6,43,49,46,,,,,,
DL,20.2,D,5,51,,,,,,,,
DL,20.2,D,4,42,47,,,,,,,
DL,20.2,D,3,45,48,,,,,,,
DL,20.2,D,2,39,,,,,,,,
DL,20.2,D,1,44,,,,,,,,
SP,21.1,D,6,51,56,58,,,,,,
SP,21.1,D,5,55,62,,,,,,,
SP,21.1,D,4,50,52,,,,,,,
SP,21.1,D,3,54,63,60,,,,,,
SP,21.1,D,2,59,,,,,,,,
SP,21.1,D,1,57,53,,,,,,,
SP,21.1,C,6,29,38,,,,,,,
SP,21.1,C,5,33,32,30,,,,,,
SP,21.1,C,4,31,43,,,,,,,
SP,21.1,C,3,37,44,,,,,,,
SP,21.1,C,2,35,40,,,,,,,
SP,21.1,C,1,28,,,,,,,,
SP,21.1,B,6,NA,,,,,,,,
SP,21.1,B,5,17,16,,,,,,,
SP,21.1,B,4,76,24,23,,,,,,
SP,21.1,B,3,22,25,,,,,,,
SP,21.1,B,2,15,,,,,,,,
SP,21.1,B,1,20,19,,,,,,,
SP,21.1,A,6,NA,,,,,,,,
SP,21.1,A,5,6,,,,,,,,
SP,21.1,A,4,5,10,,,,,,,
SP,21.1,A,3,7,11,,,,,,,
SP,21.1,A,2,4,,,,,,,,
SP,21.1,A,1,8,,,,,,,,
SP,21.2,D,6,NA,,,,,,,,
SP,21.2,D,5,75,76,80,,,,,,
SP,21.2,D,4,NA,,,,,,,,
SP,21.2,D,3,74,,,,,,,,
SP,21.2,D,2,82,83,,,,,,,
SP,21.2,D,1,79,,,,,,,,
SP,21.2,C,6,61,66,,,,,,,
SP,21.2,C,5,68,,,,,,,,
SP,21.2,C,4,60,63,,,,,,,
SP,21.2,C,3,71,70,,,,,,,
SP,21.2,C,2,62,,,,,,,,
SP,21.2,C,1,67,,,,,,,,
SP,21.2,B,6,50,56,,,,,,,
SP,21.2,B,5,47,,,,,,,,
SP,21.2,B,4,52,54,,,,,,,
SP,21.2,B,3,49,,,,,,,,
SP,21.2,B,2,53,,,,,,,,
SP,21.2,B,1,51,55,57,,,,,,
SP,21.2,A,6,30,,,,,,,,
SP,21.2,A,5,36,,,,,,,,
SP,21.2,A,4,26,37,38,,,,,,
SP,21.2,A,3,28,34,5,,,,,,
SP,21.2,A,2,24,43,,,,,,,
SP,21.2,A,1,39,,,,,,,,
SP,22.1,D,6,72,83,,,,,,,
SP,22.1,D,5,77,81,84,74,,,,,
SP,22.1,D,4,80,82,,,,,,,
SP,22.1,D,3,78,,,,,,,,
SP,22.1,D,2,75,,,,,,,,
SP,22.1,D,1,79,,,,,,,,
SP,22.1,C,6,61,63,,,,,,,
SP,22.1,C,5,102,103,,,,,,,
SP,22.1,C,4,45,,,,,,,,
SP,22.1,C,3,48,55,57,,,,,,
SP,22.1,C,2,56,,,,,,,,
SP,22.1,C,1,51,,,,,,,,
SP,22.1,B,6,33,,,,,,,,
SP,22.1,B,5,38,,,,,,,,
SP,22.1,B,4,37,40,,,,,,,
SP,22.1,B,3,35,,,,,,,,
SP,22.1,B,2,39,,,,,,,,
SP,22.1,B,1,34,,,,,,,,
SP,22.1,A,6,13,,,,,,,,
SP,22.1,A,5,15,,,,,,,,
SP,22.1,A,4,20,21,,,,,,,
SP,22.1,A,3,25,26,,,,,,,
SP,22.1,A,2,19,22,,,,,,,
SP,22.1,A,1,24,,,,,,,,
SP,22.2,D,6,87,90,,,,,,,
SP,22.2,D,5,93,84,,,,,,,
SP,22.2,D,4,92,91,,,,,,,
SP,22.2,D,3,94,,,,,,,,
SP,22.2,D,2,95,,,,,,,,
SP,22.2,D,1,83,96,,,,,,,
SP,22.2,C,6,55,59,69,,,,,,
SP,22.2,C,5,67,64,73,,,,,,
SP,22.2,C,4,60,72,,,,,,,
SP,22.2,C,3,53,,,,,,,,
SP,22.2,C,2,63,,,,,,,,
SP,22.2,C,1,65,,,,,,,,
SP,22.2,B,6,37,,,,,,,,
SP,22.2,B,5,45,,,,,,,,
SP,22.2,B,4,40,49,121,,,,,,
SP,22.2,B,3,35,47,43,,,,,,
SP,22.2,B,2,39,,,,,,,,
SP,22.2,B,1,36,42,,,,,,,
SP,22.2,A,6,NA,,,,,,,,
SP,22.2,A,5,9,,,,,,,,
SP,22.2,A,4,17,20,,,,,,,
SP,22.2,A,3,18,13,,,,,,,
SP,22.2,A,2,14,,,,,,,,
SP,22.2,A,1,21,8,,,,,,,
SP,23.1,D,6,85,103,,,,,,,
SP,23.1,D,5,80,83,,,,,,,
SP,23.1,D,4,81,87,,,,,,,
SP,23.1,D,3,89,,,,,,,,
SP,23.1,D,2,86,91,,,,,,,
SP,23.1,D,1,82,,,,,,,,
SP,23.1,C,6,65,,,,,,,,
SP,23.1,C,5,69,68,,,,,,,
SP,23.1,C,4,66,,,,,,,,
SP,23.1,C,3,73,,,,,,,,
SP,23.1,C,2,67,71,64,,,,,,
SP,23.1,C,1,63,,,,,,,,
SP,23.1,B,6,47,104,105,,,,,,
SP,23.1,B,5,44,46,49,51,,,,,
SP,23.1,B,4,52,53,,,,,,,
SP,23.1,B,3,48,50,,,,,,,
SP,23.1,B,2,55,,,,,,,,
SP,23.1,B,1,43,,,,,,,,
SP,23.1,A,6,5,19,27,,,,,,
SP,23.1,A,5,17,24,29,34,,,,,
SP,23.1,A,4,26,,,,,,,,
SP,23.1,A,3,21,,,,,,,,
SP,23.1,A,2,20,28,,,,,,,
SP,23.1,A,1,35,,,,,,,,
SP,23.2,D,6,55,64,65,,,,,,
SP,23.2,D,5,53,56,60,,,,,,
